Schema,Domain,Domain Description,Field,Array Field,Type,Related,Cardinality,Description
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_hash_id,,String,,,"This is the hash of the current record only ignoring the hash of the nested child entities. Hashing of a record ignores common properties: IngestionID, BatchID, CorrelationID, IsAuthoritative, SchemaVersion, ConsumeTimestamp, PartialUpdate, LogicalDeleted, HardDeleted and HashID"
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_scd_key,,String,,,The hash of all SCD keys identified by business
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_eff_ts,,Datetime,,,During an insert of a record it will be current timestamp or a timestamp that raw source file has. This attribute cannot be modified later.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_exp_ts,,Datetime,,,"During an insert it will be the current timestamp. During an update, will be set to recordexpirydate."
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_create_ts,,Datetime,,,This will be current timestamp when a record is first inserted into the table. Different from recordeffectivedatetime - is that this will always be current timestamp and will never reference any source files. This attribute cannot be modified later.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_modify_ts,,Datetime,,,During an insert or update it will be the current timestamp.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_is_active,,String,,,Indicates the value to note the current and/or active record
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_record_changed_columns,,String,,,Has the concatenated list of columns that got changes in the last update. This will be empty for full loads and inserts
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_ending_scd_event,,String,,,"Captures the last SCD event (insert, update, etc) on the record."
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,source_name,,String,,,"This is the unique name of the source system from which this data originated, such as Zipari or Orion."
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,source_id,,String,,,This is the unique identifier of the source system. For a simple one-to-one mapping. i.e. 101 for Zipari and 102 for Orion.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,source_authoritative_ind,,Boolean,,,"If true, this indicates that the record came from a source that is the authority (the source system manages that record) for this data point. For example, membership data from Facets is authoritative."
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,source_timestamp,,Datetime,,,This is the date including time in ISO-8601 format when this record was added or updated in the source.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,source_file_name,,String,,,"If loaded by file, this column has the file name the data was loaded from."
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,identifiers,,Map,identifier_info,one-many,This is a consolidated list of other identifiers.
Financials,bill_custom_detail,,,reference_id,String,,,This is a unique identifier.
Financials,bill_custom_detail,,,identifier_type,String,,,The type of identifier. Examples include driver's license and a military ID.
Financials,bill_custom_detail,,,identifier,String,,,This is the unique identifier provided by the source system. An example is a driver's license number.
Financials,bill_custom_detail,,,identifier_source,String,,,This is the name of the source system providing the identification.
Financials,bill_custom_detail,,,eff_date,Date,,,This is the effective date when the identifier becomes valid or was issued.
Financials,bill_custom_detail,,,exp_date,Date,,,This is the expiry date when the identifier is no longer valid.
Financials,bill_custom_detail,,,standard_id,String,,,This is the ID value for the reference ID.
Financials,bill_custom_detail,,,id_check_digit,String,,,This is the digit check for the reference ID.
Financials,bill_custom_detail,,,check_digit_schema,String,,,This is the schema applied to the check digit.
Financials,bill_custom_detail,,,issuing_authority,String,,,This is the name of the issuing authority associated with the identification. An example would be the state department that issued a driver's license.
Financials,bill_custom_detail,,,organization,String,,,This is the organization associated with the identification.
Financials,bill_custom_detail,,,last_update_date,Date,,,This is the date and time that the identification was last updated in the source system.
Financials,bill_custom_detail,,,id_status,String,,,"This is the current status of the identification. Examples include valid, expired, and revoked."
Financials,bill_custom_detail,,,use,String,,,This is the purpose of the identifier.
Financials,bill_custom_detail,,,type_display,Date,,,The description of the identifier.
Financials,bill_custom_detail,,,type_system,String,,,The system of the identifier.
Financials,bill_custom_detail,,,system,String,,,The namespace of the identifier value.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,additional_source_identifiers,,Map,string,one-many,This contains sourceID key value pairs from multiple sources.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,extension_source_values,,Array,extension_source_values_info,one-many,This contains source values (in form of key value pairs) that cannot be mapped but are carried forward to silver layer.
Financials,bill_custom_detail,,,reference_id,String,,,This is a unique identifier.
Financials,bill_custom_detail,,,source_column_name,String,,,The name of the column from the source system.
Financials,bill_custom_detail,,,source_column_value,String,,,This is the actual value associated with source column name.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,data_quality_result,,Object,data_quality_result_info,one-one,This contains the results from Data Quality validation done on the other columns of the record.
Financials,bill_custom_detail,,,severe_count,Int4,,,This is the number of severe errors on the data quality result.
Financials,bill_custom_detail,,,warning_count,Int4,,,This is the number of warnings on the data quality result.
Financials,bill_custom_detail,,,severe_errors,Array,,,This is the list of severe errors on the data quality result.
Financials,bill_custom_detail,,,warning_errors,Array,,,This is the list of warnings on the data quality result.
Financials,bill_custom_detail,This domain includes information about Bill Custom Details.,abacus_archival_type,,String,,,This column will store the archival policy applicable for this record at a row level. Possible values are 'abacus'( represents that record has been archived by abacus insights) 'source'( represents that record has been archived by source system) 'null' means record is not archived.
