Schema,Domain,Domain Description,Field,Array Field,Type,Related,Cardinality,Description
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",address_confidential_status,,String,,,"This is status of confidentiality of address, for example, Active (if the address is confidential)."
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",address_locality_code,,String,,,"This is the locality code or value assigned for a provider like urban, rural, etc."
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",address_address_source,,String,,,This is the source that is providing the address data.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",other_addresses,,Array,address_info,one-many,This lists known addresses of the service provider.
Provider,service_provider,,,reference_id,String,,,This is a unique identifier.
Provider,service_provider,,,address_type,String,,,The type of the address. Examples are  postal | physical | both.
Provider,service_provider,,,attn_care_of,String,,,This is the attention care line of the address data.
Provider,service_provider,,,address_use,String,,,The use of the address. Examples are: home | work | temp | old | billing.
Provider,service_provider,,,address_line_1,String,,,The first address line in an address. Examples are: street number | street name | P.O. Box.
Provider,service_provider,,,address_line_2,String,,,The second address line in an address. Examples are: suite number | floor number | apartment number.
Provider,service_provider,,,address_line_3,String,,,The third address line in an address.
Provider,service_provider,,,address_line_4,String,,,The fourth address line in an address.
Provider,service_provider,,,po_box,String,,,The PO Box information in an address.
Provider,service_provider,,,rank,String,,,The ranking of the address relative to other addresses included. A high rank indicates a preferred address.
Provider,service_provider,,,entity_type,String,,,The entity type associated with the contact. Examples are: PROV | FACILITY | ORGANIZATION | NON-PROVIDER.
Provider,service_provider,,,quadrant,String,,,"The general area of a location, particularly in cities with grid-based street systems to divide the city into four main sections. Examples are: Northwest | Northeast | Southwest | Southeast."
Provider,service_provider,,,ward,String,,,"The geographic division or subdivision of a city or county, often used for administrative or political purposes. Values in the field reflect as received by Abacus."
Provider,service_provider,,,city,String,,,The name of the city where the address is located. Values in the field reflect data as received by Abacus.
Provider,service_provider,,,county,String,,,The name of the county where the address is located. Values in the field reflect data as received by Abacus.
Provider,service_provider,,,state_province,String,,,The state or province abbreviation within the country for the address.
Provider,service_provider,,,postal_code,String,,,The ZIP code or postal code where the address is located.
Provider,service_provider,,,zip_code_extension,String,,,The four-character extension to the ZIP code or postal code.
Provider,service_provider,,,country,String,,,The name of the country where the address is located. Values in the field reflect data as received by Abacus.
Provider,service_provider,,,longitude,String,,,The geographic longitude of the address.
Provider,service_provider,,,latitude,String,,,The geographic latitude of the address.
Provider,service_provider,,,eff_date,Datetime,,,"This is the date from which the address is effective, for the subject that contains this address."
Provider,service_provider,,,exp_date,Datetime,,,"This is the date to which the address is effective, for the subject that contains this address."
Provider,service_provider,,,confidential_status,String,,,"This is status of confidentiality of address, for example, Active (if the address is confidential)."
Provider,service_provider,,,validation_status,String,,,"This is the validation status for the address. Examples - Partially Verified, Verified, Unverified, Ambiguous."
Provider,service_provider,,,verification_status,String,,,"This is the verification status for the address. Examples - Partially Verified, Verified, Unverified, Ambiguous."
Provider,service_provider,,,address_source,String,,,This is the source that is providing the address data.
Provider,service_provider,,,handicap_accessible_ind,Boolean,,,"This indicates whether the address location meets specific accessibility standards for individuals with disabilities (handicapped). This typically includes access to wheelchair ramps, elevators, handrails, wide doorways, and other accommodations."
Provider,service_provider,,,locality_code,String,,,"This is the locality code or value assigned for a provider like urban, rural, etc."
Provider,service_provider,,,print_in_directory_ind,Boolean,,,Indicates of the service provider is allowing to print to provider directory.
Provider,service_provider,,,active_ind,Boolean,,,This indicates whether this address is an active address.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",primary_phone_number,,String,,,"This is the complete primary phone number, including country code, area code, and local phone number."
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",secondary_phone_number,,String,,,"This is the complete secondary phone number, including country code, area code, and local phone number."
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",other_phones,,Array,phone_info,one-many,This lists known phone numbers of the service provider.
Provider,service_provider,,,reference_id,String,,,This is a unique identifier
Provider,service_provider,,,phone_type,String,,,"This is the type of phone. Examples include home, work, and cell."
Provider,service_provider,,,number,String,,,"This is the complete text phone number, including country code, area code, and local phone number."
Provider,service_provider,,,country_code,String,,,This is the country code for the phone number.
Provider,service_provider,,,area_code,String,,,This is the area code for the phone number.
Provider,service_provider,,,extension,String,,,This is the extension for the phone number.
Provider,service_provider,,,active_ind,Boolean,,,This indicates whether the phone number is active.
Provider,service_provider,,,line_type,String,,,This is the type of phone line.
Provider,service_provider,,,local_number,String,,,This is the local phone number (excluding country code and area code).
Provider,service_provider,,,confidential_status,String,,,"This is the status of the confidential phone number, for example, Active."
Provider,service_provider,,,priority,Boolean,,,This indicates whether the phone number is the person's or organization's primary phone number.
Provider,service_provider,,,validation_status,String,,,"The validation status of phone number, such as valid, invalid, or unknown."
Provider,service_provider,,,source,String,,,"This is the unique identifier of the source from which this data originated, such as Zipari or Orion."
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",email_email,,String,,,This is the person or organization's email address.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",email_validation_status,,String,,,This includes the validation status  for the email address.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",other_emails,,Array,email_info,one-many,This lists known email addresses of the service provider.
Provider,service_provider,,,reference_id,String,,,This is a unique identifier
Provider,service_provider,,,email_type,String,,,This is the type of email address.
Provider,service_provider,,,email,String,,,This is the person or organization's email address.
Provider,service_provider,,,confidential_status,String,,,"This is the status of the confidential email address, for example, Active."
Provider,service_provider,,,validation_status,String,,,This includes the validation status  for the email address.
Provider,service_provider,,,source,String,,,This is the source system providing email data.
Provider,service_provider,,,active_ind,Boolean,,,This indicates whether an email address is active.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",general_contact_details,,Array,general_contact_details_info,one-many,A contact detail for the organization.
Provider,service_provider,,,reference_id,String,,,The unique identifier.
Provider,service_provider,,,id,String,,,The unique identifier for contact if applicable.
Provider,service_provider,,,entity_type,String,,,The entity type associated with the contact. Examples are:  provider | facility | organization | non-provider.
Provider,service_provider,,,telecom_value,String,,,"The actual contact detail corresponding to the specified telecom type used to reach the entity such as a phone number, email address, fax number, or url."
Provider,service_provider,,,telecom_type,String,,,The mode of communication used to contact the entity. Examples are: phone | email | fax | url.
Provider,service_provider,,,telecom_use,String,,,The use of this contact point e.g. home | work | temp | old | mobile.
Provider,service_provider,,,telecom_rank,Int4,,,The order of preference for using the listed telecom types. Rank 1 signifies a higher priority or preferred method of contact.
Provider,service_provider,,,eff_date,Datetime,,,The start date when the contact point became active or in use.
Provider,service_provider,,,exp_date,Datetime,,,The end date when the contact point ceased to be active or in use.
Provider,service_provider,,,contact_name,String,,,The full name of the individual or entity associated with the contact point.
Provider,service_provider,,,contact_name_use,String,,,The use of the contact name. Examples are: usual | official | temp | nickname | anonymous | old | maiden.
Provider,service_provider,,,contact_name_prefix,String,,,The prefix to the contact person's name. Examples are: Mr. | Mrs.
Provider,service_provider,,,contact_first_name,String,,,The first name of the contact person.
Provider,service_provider,,,contact_middle_name,String,,,The middle name of the contact person.
Provider,service_provider,,,contact_last_name,String,,,The last name of the contact person.
Provider,service_provider,,,contact_name_suffix,String,,,The suffix to the contact person's name. Examples are Sr. | Jr.
Provider,service_provider,,,contact_address,String,,,The address associated with the contact point.
Provider,service_provider,,,contact_telecom_value,String,,,"The actual contact detail corresponding to the specified telecom type used to reach the contact person such as a phone number, email address, fax number, or url."
Provider,service_provider,,,contact_telecom_type,String,,,The mode of communication used to contact the contact person. Examples are: phone | email | fax | url.
Provider,service_provider,,,contact_purpose,String,,,The code associated with the reason or intended use of the contact. It helps categorize the contact detail based on its purpose. Examples are: BILL | ADMIN | EMERG.
Provider,service_provider,,,contact_purpose_system,String,,,The name of the system responsible for assigning and maintaining contact purpose codes or the terminology system to which the contact purpose belongs.
Provider,service_provider,,,contact_purpose_display,String,,,The display text or description of the reason or intended use of the contact.
Provider,service_provider,,,available_all_day,Boolean,,,The indicator specifies whether the entity is available for the entire day.
Provider,service_provider,,,available_days_of_week,String,,,The days on which this service is available. Examples are: mon | tue | wed | thu | fri | sat | sun.
Provider,service_provider,,,available_start_time,String,,,The time of day when the contact point becomes available for use.
Provider,service_provider,,,available_end_time,String,,,The time of day when the contact point is no longer available for use.
Provider,service_provider,,,intermediary_ind,Boolean,,,The indicator specifies whether the intermediary or alternate contact point is available.
Provider,service_provider,,,intermediary_id,String,,,The identifier representing the intermediary profile which we are referring to. Examples are: patient identifier | service provider identifier | organization identifier.
Provider,service_provider,,,intermediary_type,String,,,The type of the intermediary entity. Examples are: patient | organization | service provider.
Provider,service_provider,,,intermediary_contact_value,String,,,The actual contact detail corresponding to the specified telecom type used to reach the intermediary contact. Examples are: phone number | email | fax | url.
Provider,service_provider,,,intermediary_contact_type,String,,,The mode of communication used to contact the intermediary contact. Examples are: phone | email | fax | url.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",social_profile_social_profile_type,,String,,,"This is the social media profile type. Examples include Facebook, Instagram, and Twitter."
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",social_profile_profile_url,,String,,,This is the uniform resource locator (URL) of the person's social media profile.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",other_social_profiles,,Array,social_profile_info,one-many,This lists known social profiles of the service provider.
Provider,service_provider,,,reference_id,String,,,This is a unique identifier
Provider,service_provider,,,type,String,,,"This is the social media profile type. Examples include Facebook, Instagram, and Twitter."
Provider,service_provider,,,url,String,,,This is the uniform resource locator (URL) of the person's or organization's social media profile.
Provider,service_provider,,,active_profile,Boolean,,,This indicates whether the person's social media profile is active.
Provider,service_provider,,,source,String,,,This is the source system providing the social profile data.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",pcp_ind,,Boolean,,,This indicates whether the service provider is the primary care physician.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",specialist_ind,,Boolean,,,This indicates whether the service provider is specialist.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",service_provider_role,,String,,,This is the role context that the service provider is performing related to the clinical and insurance event transaction.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",other_roles,,Array,other_roles_info,one-many,This is the array for roles  that the service provider is performing related to the clinical and insurance event transaction.
Provider,service_provider,,,reference_id,String,,,This is unique identifier for cross reference to this array.
Provider,service_provider,,,id,String,,,This is identifier for a specific role performed by service provider.
Provider,service_provider,,,type,String,,,This is the type classification for specific role performed by service provider.
Provider,service_provider,,,code,String,,,This is the role code for the role performed by service provider.
Provider,service_provider,,,system,String,,,This is the system for specified role code.
Provider,service_provider,,,display,String,,,This is the description /display for the role code.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",is_sole_proprietor,,Boolean,,,This indicates whether the service provider is a sole proprietor.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",accept_new_patient,,String,,,This indicates whether the provider is open to accepting new patients.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",accept_new_patient_from_network,,String,,,This indicates whether the provider is open to accepting new patients from network.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",exclude_from_mr_chase,,Boolean,,,Indicates whether this provider should be excluded from consideration when building hybrid pursuits.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",exclude_from_pr_relationship,,Boolean,,,Indicates whether this provider should be excluded from consideration when building relationships in the Provider Reporting module.
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",patient_characteristics,,Array,patient_characteristics_info,one-many,This array indicates the characteristics of accepted patients.
Provider,service_provider,,,reference_id,String,,,This is a unique identifier.
Provider,service_provider,,,id,String,,,This is the ID for the characteristics of the accepted patient.
Provider,service_provider,,,type,String,,,"This specifies the category or nature of the patient characteristics e.g. age group, medical condition, lifestyle factor etc."
Provider,service_provider,,,code,String,,,"This indicates the allowed or expected values for the specified patient characteristic e.g., '18-25 years' for age group, 'Non-smoker' for lifestyle factor."
Provider,service_provider,,,system,String,,,This have the system against which the information is added in the value code.
Provider,service_provider,,,display,String,,,This have the allowed or expected values for the specified patient characteristic as description.
Provider,service_provider,,,patient_visit_type,String,,,This field indicates whether the patient is new (first-time visitor) or existing (returning patient with prior records).
Provider,service_provider,"This is the subject area version of the ServiceProvider domain. A service provider is a person who is directly or indirectly involved in providing services to patients and members. Examples include physicians, dentists, pharmacists, physician assistants, nurses, scribes, midwives, and dietitians.",associated_organization,,Array,service_organization_info,one-many,This lists of organizations associated with the location.
Provider,service_provider,,,status,String,,,The current status for the service organization.
Provider,service_provider,,,npi,String,,,The unique national provider identifier (NPI) established for the service organization. The NPI attribute is the unique national provider identifier established for the service organization and is defined by string values. The intent is to characterize and tie back to the source-provided service organization national provider identifier.
Provider,service_provider,,,dea_id,String,,,The unique Drug Enforcement Agency (DEA) identifier established for the service organization. The DEAID attribute is the unique Drug Enforcement Agency identifier established for the service organization and is defined by string values. The intent is to characterize and tie back to the source-provided service organization DEA identifier.
Provider,service_provider,,,tin,String,,,The unique tax identification number (TIN) established for the service organization.
Provider,service_provider,,,address_use,String,,,The use of the address. Examples are: home | work | temp | old | billing.
Provider,service_provider,,,address_type,String,,,The type of the address. Examples are  postal | physical | both.
Provider,service_provider,,,address_line_1,String,,,The first address line in an address. Examples are: street number | street name | P.O. Box.
Provider,service_provider,,,address_line_2,String,,,The second address line in an address. Examples are: suite number | floor number | apartment number.
Provider,service_provider,,,address_line_3,String,,,The third address line in an address.
Provider,service_provider,,,address_line_4,String,,,The fourth address line in an address.
Provider,service_provider,,,po_box,String,,,The PO Box information in an address.
Provider,service_provider,,,rank,String,,,The ranking of the address relative to other addresses included. A high rank indicates a preferred address.
Provider,service_provider,,,entity_type,String,,,The entity type associated with the contact. Examples are: PROV | FACILITY | ORGANIZATION | NON-PROVIDER.
Provider,service_provider,,,quadrant,String,,,"The general area of a location, particularly in cities with grid-based street systems to divide the city into four main sections. Examples are: Northwest | Northeast | Southwest | Southeast."
Provider,service_provider,,,ward,String,,,"The geographic division or subdivision of a city or county, often used for administrative or political purposes. Values in the field reflect as received by Abacus."
Provider,service_provider,,,address_eff_date,Datetime,,,The start date for address of the service organization.
Provider,service_provider,,,address_exp_date,Datetime,,,The end date for address of the service organization.
Provider,service_provider,,,city,String,,,The name of the city where the address is located. Values in the field reflect data as received by Abacus.
Provider,service_provider,,,county,String,,,The name of the county where the address is located. Values in the field reflect data as received by Abacus.
